,Particle ID,Particle Group,Time Point Index,Cumulative Time Step,Tracking Time,Global X,Global Y,Global Z,Layer,Row,Column,Grid,Local X,Local Y,Local Z,Line Segment Index,dep,nnlsd,numresiss,x_5070,y_5070,GlobalZ_m,LSD
32,18,1,-1,248,90.0000000000582,1063404.28840268,822212.954787434,59.1103667033661,2,259,202,1,0.4023273,0.7221505,0.5706725,1,20.127233715142136,1,42445,502514.62710513687,1189122.1086192098,18.01683977118599,38.144073486328125
33,19,1,0,248,1.0,1062570.51830688,820335.27012096,61.5258424420006,2,259,202,1,0.2444163,0.3665284,0.6264954,1,18.872037664596185,1,42445,502260.49397993705,1188549.7903328687,18.753076776321784,37.62511444091797
34,19,1,-1,248,90.0000000000582,1062575.18102365,820342.870955324,61.5532395526331,2,259,202,1,0.2452994,0.367968,0.6271286,1,18.8636870252754,1,42445,502261.9151760086,1188552.1070671827,18.76142741564257,37.62511444091797
35,20,1,0,248,1.0,1063887.01534368,822540.05928864,48.8014425569962,2,259,202,1,0.4937529,0.7841021,0.3324279,1,23.20361697000451,1,42445,502661.76227675367,1189221.8100711775,14.874679691372444,38.07829666137695
36,20,1,-1,248,90.0000000000582,1063872.52135837,822546.652797975,49.139409614057,2,259,202,1,0.4910078,0.7853509,0.3402385,1,23.10060461101238,1,42445,502657.3445100312,1189223.8197728228,14.977692050364574,38.07829666137695
37,21,1,0,248,1.0,1064969.16890496,821207.8918824,37.3187296202037,2,259,202,1,0.6987062,0.5317977,0.06705635,1,26.17008153402754,1,42445,502991.6026822318,1188815.7654457556,11.374748788238087,37.544830322265625
38,21,1,-1,248,90.0000000000582,1064938.92821243,821215.094032956,37.9369602318416,2,259,202,1,0.6929788,0.5331617,0.08134399,1,25.981644843600304,1,42445,502982.38531914866,1188817.960661245,11.563185478665321,37.544830322265625
39,22,1,0,248,1.0,1066236.72724272,819464.50920576,68.7221562643853,2,259,202,1,0.9387741,0.2016116,0.792806,1,17.299580520615358,1,42445,503377.9544635811,1188284.3824059155,20.946513229384642,38.24609375
40,22,1,-1,248,90.0000000000582,1066188.04196826,819472.507873748,68.5739098225912,2,259,202,1,0.9295534,0.2031265,0.78938,1,17.344766036074198,1,42445,503363.11519192567,1188286.8203999184,20.901327713925802,38.24609375
41,23,1,0,248,1.0,1062291.55669824,819461.67878256,41.6295762971439,2,259,202,1,0.1915827,0.2010755,0.1666823,1,20.40302954038249,1,42445,502175.4664816236,1188283.5196929243,12.68869485536946,33.09172439575195
42,23,1,-1,248,90.0000000000582,1062300.27866033,819469.678743713,42.14259020437,2,259,202,1,0.1932346,0.2025907,0.1785383,1,20.246662901459977,1,42445,502178.1249356686,1188285.9580810836,12.845061494291977,33.09172439575195
43,24,1,0,248,1.0,1061403.73892784,821219.75013936,73.9341969725236,2,259,202,1,0.0234354,0.5340436,0.913259,1,15.088262219317777,1,42445,501904.85962520563,1188819.379842477,22.535143237225192,37.62340545654297
44,24,1,-1,248,90.0000000000582,1061425.37976484,821226.94687211,73.6587379927601,2,259,202,1,0.02753405,0.5354066,0.906893,1,15.024749734757897,1,42445,501911.45575232327,1188821.573406619,22.451183340193275,37.47593307495117
45,25,1,0,248,1.0,1065955.59910752,818449.50286704,40.3281911805673,2,259,202,1,0.8855301,0.009375543,0.1366066,1,24.780469464393555,1,42445,503292.26660797215,1187975.0084738738,12.292032671836914,37.07250213623047
46,25,1,-1,248,90.0000000000582,1065911.00460409,818457.965271564,40.8729685587303,2,259,202,1,0.8770842,0.01097827,0.1491967,1,24.61442131952947,1,42445,503278.67420332663,1187977.5878147727,12.458080816700997,37.07250213623047
47,26,1,0,248,1.0,1062927.62131776,818805.55601328,47.2889169300238,2,259,202,1,0.3120495,0.07680985,0.2974726,1,23.61696250937718,1,42445,502369.3389776533,1188083.5334728477,14.413661880271256,38.03062438964844
48,26,1,-1,248,90.0000000000582,1062927.08773268,818813.855744088,47.6638008560282,2,259,202,1,0.3119484,0.07838177,0.3061364,1,23.502697888731042,1,42445,502369.1763409208,1188086.0632307979,14.527926500917395,38.03062438964844
49,27,1,0,248,1.0,1064269.03942656,821766.16570752,41.8752825306119,2,259,202,1,0.566106,0.6375314,0.1723607,1,23.60534088662262,1,42445,502778.2032172155,1188985.927307652,12.763586115330506,36.368927001953125
50,27,1,-1,248,90.0000000000582,1064248.98650618,821773.112793689,42.3822993792376,2,259,202,1,0.5623081,0.6388471,0.1840781,1,23.450802151161504,1,42445,502772.0910870836,1188988.0447795163,12.91812485079162,36.368927001953125
51,28,1,0,248,1.0,1062743.59888224,818574.30187104,56.0387081106174,2,259,202,1,0.2771968,0.03301172,0.4996849,1,21.119604709778347,1,42445,502313.24893930677,1188013.047210293,17.080598232116184,38.20020294189453
52,28,1,-1,248,90.0000000000582,1062745.74305706,818582.707257341,56.200032088587,2,259,202,1,0.2776029,0.03460365,0.5034132,1,21.070433161293213,1,42445,502313.9024837919,1188015.6091720376,17.12976978060132,38.20020294189453
53,29,1,0,248,1.0,1064746.47688992,823364.46544176,65.6392666440662,2,259,202,1,0.6565297,0.9402397,0.7215588,1,12.661787848910109,1,42445,502923.7261560476,1189473.0890666484,20.006848473111376,32.668636322021484
54,29,1,-1,248,90.0000000000582,1064719.47664873,823370.682296055,65.5662656262512,2,259,202,1,0.651416,0.9414171,0.7198717,1,12.68403855914012,1,42445,502915.4964825329,1189474.9839638376,19.984597762881364,32.668636322021484
55,30,1,0,248,1.0,1065508.91793456,818548.95670416,42.2588711803704,2,259,202,1,0.8009314,0.0282115,0.1812256,1,20.617684083021928,1,42445,503156.1181864539,1188005.322003428,12.880503935776899,33.49818801879883
56,30,1,-1,248,90.0000000000582,1065470.82320889,818557.373670172,42.7565256144631,2,259,202,1,0.7937165,0.02980562,0.1927267,1,20.465999011510476,1,42445,503144.50691406964,1188007.8874946684,13.032189007288352,33.49818801879883
57,31,1,0,248,1.0,1063147.04848704,822252.02590608,35.6344480060436,2,259,202,1,0.3536077,0.7295504,0.02813172,1,27.79695307246494,1,42445,502436.2203788498,1189134.0174961733,10.86137975224209,38.65833282470703
58,31,1,-1,248,90.0000000000582,1063143.32195826,822258.751012231,36.2937876094931,2,259,202,1,0.3529019,0.7308241,0.04336941,1,27.595986361333534,1,42445,502435.08453287766,1189136.0673085279,11.062346463373498,38.65833282470703
59,32,1,0,248,1.0,1066211.28531456,818877.94356192,72.5790742186063,2,259,202,1,0.9339556,0.09051961,0.8819414,1,16.815672836371927,1,42445,503370.1997638779,1188105.5971976733,22.122101821831198,38.937774658203125
60,32,1,-1,248,90.0000000000582,1066162.97025244,818886.210220274,72.3366903075998,2,259,202,1,0.924805,0.09208527,0.8763398,1,16.889551452446703,1,42445,503355.47333294374,1188108.1168751395,22.048223205756422,38.937774658203125
61,33,1,0,248,1.0,1063563.3682344,823265.30504592,41.4945344481098,2,259,202,1,0.4324561,0.9214593,0.1635614,1,24.289588245186835,1,42445,502563.11463784514,1189442.8649779963,12.647534099783869,36.9371223449707
62,33,1,-1,248,90.0000000000582,1063553.58372513,823271.567204659,42.0108443803115,2,259,202,1,0.430603,0.9226453,0.1754936,1,24.13221697785176,1,42445,502560.1323194196,1189444.77368398,12.804905367118945,36.9371223449707
63,34,1,0,248,1.0,1062156.70116336,819962.3968008,74.223166351637,2,259,202,1,0.1660419,0.2959085,0.9199373,1,10.797482783960493,1,42445,502134.3625145921,1188436.1385448838,22.62322110397896,33.42070388793945
64,34,1,-1,248,90.0000000000582,1062167.38544457,819970.167993688,73.9406543709146,2,259,202,1,0.1680654,0.2973803,0.9134083,1,13.044702360001086,1,42445,502137.61908350495,1188438.507204476,22.537111452254774,35.58181381225586
65,35,1,0,248,1.0,1065914.80808736,823010.08185264,44.4626085450286,2,259,202,1,0.8778046,0.8731216,0.2321551,1,24.46211347431317,1,42445,503279.8335050274,1189365.0729486847,13.552203084524718,38.01431655883789
66,35,1,-1,248,90.0000000000582,1065870.80714502,823016.460617862,44.906475405525,2,259,202,1,0.8694711,0.8743297,0.2424131,1,24.326822855233868,1,42445,503266.42201780214,1189367.0171963244,13.687493703604023,38.01431655883789
67,36,1,0,248,1.0,1065786.6903288,821328.1873632,56.7606503490775,2,259,202,1,0.8535398,0.5545809,0.5163693,1,20.730954725749616,1,42445,503240.7832122182,1188852.4315083034,17.300646226398822,38.03160095214844
68,36,1,-1,248,90.0000000000582,1065744.55366239,821335.334553105,56.9043535697344,2,259,202,1,0.8455594,0.5559346,0.5196904,1,20.68715398409339,1,42445,503227.93995629647,1188854.6099717864,17.34444696805505,38.03160095214844
69,37,1,0,248,1.0,1063474.5208296,821366.04896544,46.8631605229864,2,259,202,1,0.4156289,0.5617517,0.2876332,1,23.961664550279295,1,42445,502536.03394886205,1188863.9717246662,14.283891327406254,38.24555587768555
70,37,1,-1,248,90.0000000000582,1063466.02916279,821373.17885712,47.2484360702633,2,259,202,1,0.4140207,0.5631021,0.2965371,1,23.84423256346929,1,42445,502533.4456888184,1188866.1449156501,14.401323314216256,38.24555587768555
71,38,1,0,248,1.0,1062297.04845264,820261.48862592,73.3259899271717,2,259,202,1,0.1926228,0.3525547,0.899203,1,13.232052082453919,1,42445,502177.1403683647,1188527.3017331804,22.34976172980194,35.58181381225586
72,38,1,-1,248,90.0000000000582,1062305.69050274,820269.123169606,73.065375720537,2,259,202,1,0.1942596,0.3540006,0.8931801,1,13.31148729263618,1,42445,502179.7744652351,1188529.628742096,22.27032651961968,35.58181381225586
73,39,1,0,248,1.0,1063191.8947056,823174.54939632,69.0821425509383,2,259,202,1,0.3621013,0.9042707,0.8011255,1,18.26258008914588,1,42445,502449.8895062669,1189415.2026559983,21.056237049525993,39.318817138671875
74,39,1,-1,248,90.0000000000582,1063187.51560745,823180.85301954,68.9251097677261,2,259,202,1,0.3612719,0.9054646,0.7974964,1,18.31044368146896,1,42445,502448.5547571507,1189417.1240003556,21.008373457202914,39.318817138671875
75,40,1,0,248,1.0,1063698.00608544,823002.46324032,38.0476802239633,2,259,202,1,0.4579557,0.8716786,0.08390279,1,25.663641408556302,1,42445,502604.15225484216,1189362.7507956496,11.596932932264012,37.26057434082031
76,40,1,-1,248,90.0000000000582,1063686.26242462,823008.845486337,38.6481190220771,2,259,202,1,0.4557315,0.8728874,0.09777924,1,25.480627662891212,1,42445,502600.57278702426,1189364.6961042355,11.7799466779291,37.26057434082031
77,41,1,0,248,1.0,1066205.2161024,818966.1562896,36.618811676068,2,259,202,1,0.9328061,0.1072266,0.05088088,1,27.7763608593376,1,42445,503368.3498680116,1188132.48443707,11.161413798865526,38.937774658203125
78,41,1,-1,248,90.0000000000582,1066156.98935501,818974.382645284,37.2541254885153,2,259,202,1,0.9236722,0.1087846,0.06556332,1,27.58271720930366,1,42445,503353.65035540704,1188134.9918302826,11.355057448899464,38.937774658203125
79,42,1,0,248,1.0,1063375.80446064,819245.12653632,52.3584684030754,2,259,202,1,0.3969327,0.1600618,0.4146326,1,21.092679205498477,1,42445,502505.9451996031,1188217.5145682702,15.958861169257382,37.05154037475586
80,42,1,-1,248,90.0000000000582,1063368.74924223,819253.225435957,52.6096175876672,2,259,202,1,0.3955964,0.1615957,0.4204368,1,21.12757531465013,1,42445,502503.7947690317,1188219.9831128796,16.035411440720964,37.162986755371094
81,43,1,0,248,1.0,1062481.09388256,822271.27998576,35.0127278534466,2,259,202,1,0.2274799,0.733197,0.01376344,1,28.413066228980412,1,42445,502233.23741540435,1189139.8861396597,10.671879449730525,39.08494567871094
82,43,1,-1,248,90.0000000000582,1062487.05783816,822277.996295099,35.6872420502938,2,259,202,1,0.2286094,0.734469,0.02935182,1,28.20747430178139,1,42445,502235.0552290712,1189141.9332707461,10.877471376929547,39.08494567871094
83,44,1,0,248,1.0,1061306.47833936,819622.07237856,56.6036787081165,2,259,202,1,0.005014837,0.2314531,0.5127416,1,19.48498406912156,1,42445,501875.21459783695,1188332.4076609851,17.25280127023391,36.73778533935547
84,44,1,-1,248,90.0000000000582,1061329.53444131,819629.999059018,56.7512132036913,2,259,202,1,0.009381523,0.2329544,0.5161512,1,19.44001555487036,1,42445,501882.2420977113,1188334.8237131888,17.29776978448511,36.73778533935547
85,45,1,0,248,1.0,1062729.82412784,823521.342336,64.952852244433,2,259,202,1,0.2745879,0.9699512,0.7056954,1,20.132836334139007,1,42445,502309.05039416574,1189520.9051440128,19.79762936410318,39.93046569824219
86,45,1,-1,248,90.0000000000582,1062732.16874281,823527.487516311,64.8966048405603,2,259,202,1,0.275032,0.9711151,0.7043955,1,20.14998054283941,1,42445,502309.7650328085,1189522.7781949716,19.78048515540278,39.93046569824219
87,46,1,0,248,1.0,1064213.32519392,820635.21641904,67.9137953479413,2,259,202,1,0.555554,0.4233364,0.7741244,1,17.386442102996316,1,42445,502761.22151910677,1188641.2139645233,20.700124822052512,38.08656692504883
88,46,1,-1,248,90.0000000000582,1064194.08298631,820642.68021381,67.7852789216122,2,259,202,1,0.5519097,0.42475,0.7711543,1,17.42561390974143,1,42445,502755.35649422725,1188643.4889291693,20.6609530153074,38.08656692504883
89,47,1,0,248,1.0,1063680.0121728,818594.30475504,69.9804124598756,2,259,202,1,0.4545478,0.03680014,0.821885,1,16.191302069339294,1,42445,502598.66771026945,1188019.144089336,21.33002971777008,37.521331787109375
90,47,1,-1,248,90.0000000000582,1063668.53034624,818602.701002414,69.801455213426,2,259,202,1,0.4523732,0.03839034,0.8177492,1,16.24584823805713,1,42445,502595.1680495339,1188021.7032655356,21.275483549052247,37.521331787109375
91,48,1,0,248,1.0,1065740.14323216,823207.8050328,55.5529685568318,2,259,202,1,0.8447241,0.9105691,0.4884592,1,21.081771742715556,1,42445,503226.59565716237,1189425.3389739974,16.932544816122334,38.01431655883789
92,48,1,-1,248,90.0000000000582,1065698.68388506,823214.09346217,55.7261481907506,2,259,202,1,0.8368719,0.9117601,0.4924615,1,21.028986590297105,1,42445,503213.9588481663,1189427.2556872694,16.985329968540785,38.01431655883789
93,49,1,0,248,1.0,1062158.2753056,823306.9579416,70.726824761439,2,259,202,1,0.16634,0.9293481,0.839135,1,17.897358832244638,1,42445,502134.84231314686,1189455.5607805997,21.557536187286612,39.45489501953125
94,49,1,-1,248,90.0000000000582,1062168.93668104,823313.201069946,70.5296495062342,2,259,202,1,0.1683592,0.9305305,0.8345781,1,17.95745785003107,1,42445,502138.091900381,1189457.4636861195,21.49743716950018,39.45489501953125
95,50,1,0,248,1.0,1065218.52181008,820913.34894096,43.4176921609217,2,259,202,1,0.7459322,0.4760131,0.2080066,1,24.670664412993645,1,42445,503067.60544771235,1188725.9887572045,13.233712570648933,37.90437698364258
96,50,1,-1,248,90.0000000000582,1065184.65271644,820920.685662423,43.8870627487739,2,259,202,1,0.7395176,0.4774026,0.218854,1,24.527600257816292,1,42445,503057.28214797087,1188728.2249899064,13.376776725826286,37.90437698364258
97,51,1,0,248,1.0,1065298.12546608,820102.27246464,48.6701025711076,2,259,202,1,0.7610086,0.3224001,0.3293925,1,23.181832228513905,1,42445,503091.8686420612,1188478.7726472223,14.834647263673597,38.0164794921875
98,51,1,-1,248,90.0000000000582,1065263.09803825,820109.979751074,49.0112753001647,2,259,202,1,0.7543746,0.3238598,0.3372772,1,23.0778427806973,1,42445,503081.19228205865,1188481.1218281274,14.9386367114902,38.0164794921875
99,52,1,0,248,1.0,1065901.02324288,819656.72351904,77.0460925546738,2,259,202,1,0.8751938,0.2380158,0.9851766,1,13.683514838212378,1,42445,503275.63188442984,1188342.9693286032,23.483649010664575,37.16716384887695
100,52,1,-1,248,90.0000000000582,1065857.22288752,819664.63436807,76.6946801898412,2,259,202,1,0.8668983,0.2395141,0.9770552,1,13.790625327013359,1,42445,503262.28153611615,1188345.3805553878,23.376538521863594,37.16716384887695
101,53,1,0,248,1.0,1061598.7242168,822436.33941216,47.2582892828205,2,259,202,1,0.06036444,0.7644582,0.2967648,1,23.928757533041622,1,42445,501964.2911412806,1189190.1962528264,14.40432657340369,38.33308410644531
102,53,1,-1,248,90.0000000000582,1061617.52777047,822442.980309077,47.633920751093,2,259,202,1,0.06392571,0.765716,0.3054458,1,23.814265061512167,1,42445,501970.0224644392,1189192.2203982067,14.518819044933148,38.33308410644531
103,54,1,0,248,1.0,1064939.01561168,821819.80804176,58.0885790861705,2,259,202,1,0.6929954,0.6476909,0.5470585,1,18.41052592974031,1,42445,502982.4119584401,1189002.2774911285,17.70539890546477,36.11592483520508
104,54,1,-1,248,90.0000000000582,1064909.21368782,821826.730619796,58.1998709742328,2,259,202,1,0.6873511,0.649002,0.5496305,1,18.376604162258918,1,42445,502973.3283320475,1189004.3874929138,17.73932067294616,36.11592483520508
105,55,1,0,248,1.0,1064767.47908256,818747.88709296,45.1562443297884,2,259,202,1,0.6605074,0.06588771,0.2481854,1,22.500380481942607,1,42445,502930.1276243642,1188065.9559859342,13.763623271719505,36.26400375366211
106,55,1,-1,248,90.0000000000582,1064740.17323283,818756.213171569,45.5831813208639,2,259,202,1,0.6553358,0.06746462,0.2580522,1,22.370250087062793,1,42445,502921.8048013665,1188068.4937746942,13.893753666599316,36.26400375366211
107,56,1,0,248,1.0,1062826.2975264,821203.34080224,39.3891392033515,2,259,202,1,0.2928594,0.5309358,0.1149046,1,26.684368288298934,1,42445,502338.45548604673,1188814.3782765227,12.005809629181536,38.69017791748047
108,56,1,-1,248,90.0000000000582,1062827.23833103,821210.545032096,39.9568364303792,2,259,202,1,0.2930376,0.5323002,0.1280244,1,26.511334173500888,1,42445,502338.74224329786,1188816.5741257828,12.17884374397958,38.69017791748047
109,57,1,0,248,1.0,1065943.29429984,818528.99431776,64.5497323203278,2,259,202,1,0.8831997,0.02443074,0.6963791,1,17.39774372499455,1,42445,503288.51610259124,1187999.2374680534,19.674758411235917,37.07250213623047
110,57,1,-1,248,90.0000000000582,1065898.87884697,818537.420404195,64.5033240392716,2,259,202,1,0.8747877,0.02602659,0.6953066,1,17.41188896906048,1,42445,503274.97827255644,1188001.8057391986,19.660613167169988,37.07250213623047
111,58,1,0,248,1.0,1065453.29206272,819128.28905952,61.2794105218531,2,259,202,1,0.7903962,0.1379335,0.6208003,1,19.910117032802454,1,42445,503139.16342071706,1188181.9025053417,18.677964327060828,38.58808135986328
112,58,1,-1,248,90.0000000000582,1065416.00676405,819136.441339914,61.3128224032355,2,259,202,1,0.7833346,0.1394775,0.6215724,1,19.8999330913571,1,42445,503127.7988616825,1188184.3873204058,18.688148268506183,38.58808135986328
113,59,1,0,248,1.0,1063640.5250856,822299.67723552,70.7756256004582,2,259,202,1,0.4470691,0.7385752,0.8402628,1,16.63432683529089,1,42445,502586.6320460909,1189148.5416213865,21.57241068301966,38.20673751831055
114,59,1,-1,248,90.0000000000582,1063629.61784626,822306.380570711,70.577259242011,2,259,202,1,0.4450034,0.7398448,0.8356784,1,16.694788901345596,1,42445,502583.30751954013,1189150.5847979528,21.51194861696495,38.20673751831055
115,60,1,0,248,1.0,1062291.60903888,822184.62911376,40.4225007654711,2,259,202,1,0.1915926,0.7167858,0.1387861,1,26.390620845053547,1,42445,502175.48243505065,1189113.474953874,12.320778233315592,38.71139907836914
116,60,1,-1,248,90.0000000000582,1062300.33023935,822191.385012187,40.9649762886943,2,259,202,1,0.1932444,0.7180653,0.151323,1,26.225274305575116,1,42445,502178.14065695385,1189115.5341517145,12.486124772794025,38.71139907836914
117,61,1,0,248,1.0,1063409.96186304,820542.35595552,39.3600528019797,2,259,202,1,0.4034019,0.4057492,0.1142324,1,24.91482195820268,1,42445,502516.35637585464,1188612.9100952426,11.996944094043414,36.911766052246094
118,61,1,-1,248,90.0000000000582,1063402.40961109,820549.862176419,39.9284599534201,2,259,202,1,0.4019715,0.4071709,0.1273686,1,24.741571458443644,1,42445,502514.05444946024,1188615.1979913726,12.17019459380245,36.911766052246094
119,62,1,0,248,1.0,1064733.98094096,819658.5197328,70.8583399921581,2,259,202,1,0.6541631,0.238356,0.8421744,1,11.795165903739825,1,42445,502919.9173908046,1188343.5168145574,21.597622029609784,33.39278793334961
120,62,1,-1,248,90.0000000000582,1064707.16253168,819666.429761175,70.6579547876804,2,259,202,1,0.6490838,0.2398541,0.8375433,1,11.856243314064628,1,42445,502911.7431396561,1188345.9277912062,21.53654461928498,33.39278793334961
