,aq,number_of_samples,mincvptad,q25cvptad,mediancvptad,q75cvptad,maxcvptad,iqrcvptad,ameancvptad,stdevcvptad
0,CLBR,10,0.447022469,0.447022484,0.4470225265,0.6130013272499999,1.527376996,0.1659788432499999,0.6281231483,0.3473388855141528
1,MRVA,67,0.019794728,0.243692947,0.510069188,0.8288544579999999,1.971492986,0.5851615109999999,0.5900794807462685,0.41702324320327544
2,TRRC,1,0.067660871,-9999.0,0.067660871,-9999.0,0.067660871,-9999.0,0.067660871,-9999.0
