index32251723,indexpt,namept,siteno_x,index,site,mulpmad,vlpmad,cvlpmad,sitenoint,siteno_y,sitenostr,indexwS,namewS,siteno,numagesptbs,xbPTbs,numparts4res,VARPTbs,avgVARres,varVARres,varreseff,MER,cver,acvr,cvcvr,ASLD,tsptsld,cvptad,siteag,AQFR_CD,NAT_AQFR_C,Layer,WELL_DEPTH,OTOP_dep,OBTM_dep,TOP,BOT,ALT_VA,DEC_LAT_VA,DEC_LONG_V,Source,geometry,index32251724
41,45,ptad_344649091330001.csv,344649091330001,66,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF344649091330001.csv,5394.096668,20690766.73,0.843275664,344649091330001.csv,3.44649E+14,3.44649E+14,44,well_summ_parts_344649091330001_21451903.csv,3.44649E+14,100,4025.41828,100,6.71592E+12,359.2403717,14640.32943,20.59328091,34.17584901,0.132783301,0.540090161,0.006350694,27.07343114,153647064.6,643.7861722,AR008_344649091330001,110ALVM,N100MSRVVL,MRVA,160,140,160,140,160,227,34.780278,-91.55,MAP 2022,POINT (-91.55 34.780278),41
42,46,ptad_344651091355101.csv,344651091355101,16,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF344651091355101.csv,7402.854194,33969468.29,0.787308933,344651091355101.csv,3.44651E+14,3.44651E+14,45,well_summ_parts_344651091355101_21451903.csv,3.44651E+14,100,1781.532603,100,1.93213E+12,146.4555246,13963.26106,46.33009066,34.97916863,0.194590705,0.316162975,0.00116423,17.9623025,251581139.9,780.2329584,AR008_344651091355101,110ALVM,N100MSRVVL,MRVA,136,116,136,116,136,231,34.780833,-91.5975,MAP 2022,POINT (-91.5975 34.780833),42
43,47,ptad_344651091355102.csv,344651091355102,41,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF344651091355102.csv,8799.527575,15473104.93,0.447022496,344651091355102.csv,3.44651E+14,3.44651E+14,46,well_summ_parts_344651091355102_21451903.csv,3.44651E+14,100,6906.204445,100,6151826592,204.7586841,565.3276363,0.941981534,29.64080202,0.032743963,0.482892892,0.014238836,24.16695976,22099497.26,11.35697349,USGS_344651091355102,12405MP,S100MSEMBM,MCAQ,535.2,514,534,514,534,231,34.780833,-91.5975,MAP 2022,POINT (-91.5975 34.780833),43
44,48,ptad_344653091382701.csv,344653091382701,60,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF344653091382701.csv,349.956681,119217.0548,0.986631337,344653091382701.csv,3.44653E+14,3.44653E+14,47,well_summ_parts_344653091382701_21451903.csv,3.44653E+14,100,1471.801907,100,23170628569,432.2037256,29427.88146,21.048073,45.29648491,0.101284192,0.447980855,0.0060008,19.03773779,232181551.4,103.4235751,USGS_344653091382701,110ALVM,N100MSRVVL,MRVA,126,106,126,106,126,235,34.781333,-91.640944,MAP 2022,POINT (-91.640944 34.781333),44
45,49,ptad_344659091293701.csv,344659091293701,51,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF344659091293701.csv,92.99120968,5774.747674,0.817192946,344659091293701.csv,3.44659E+14,3.44659E+14,48,well_summ_parts_344659091293701_21451903.csv,3.44659E+14,100,1927.609595,100,4.72064E+12,223.7829279,31697.32828,19.47311141,24.60986371,0.179311633,0.609073137,0.000851541,13.95466777,3201883719,1127.148668,AR008_344659091293701,110ALVM,N100MSRVVL,MRVA,130,110,130,110,130,223,34.783403,-91.492625,MAP 2022,POINT (-91.492625 34.783403),45
46,52,ptad_345616091150201.csv,345616091150201,44,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF345616091150201.csv,9999.463044,19980763.55,0.447022477,345616091150201.csv,3.45616E+14,3.45616E+14,51,well_summ_parts_345616091150201_21451903.csv,3.45616E+14,200,52705.71589,200,8.24409E+11,414.438155,3331.512809,2.485679408,31.03268084,0.050804626,0.656378846,0.007864175,121.4571346,31566644.75,17.22715809,USGS_345616091150201,12405MP,S100MSEMBM,MCAQ,275,235,275,235,275,181,34.938,-91.251,MAP 2022,POINT (-91.251 34.938),46
47,53,ptad_345618091150902.csv,345618091150902,31,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF345618091150902.csv,20.99966719,15.07260224,0.184876499,345618091150902.csv,3.45618E+14,3.45618E+14,52,well_summ_parts_345618091150902_21451903.csv,3.45618E+14,100,2058.875739,100,1.01996E+13,1310.699724,2935790.765,1848.027134,107.3621961,0.400408036,0.311218057,0.013634457,9.566349062,7465979791,1551.179782,USGS_345618091150902,112ALVM,N100MSRVVL,MRVA,101,71,101,71,101,176,34.938,-91.2541,MAP 2022,POINT (-91.2541 34.938),47
48,54,ptad_350214090480102.csv,350214090480102,9,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF350214090480102.csv,6174.833021,43151388.63,1.063829845,350214090480102.csv,3.50214E+14,3.50214E+14,53,well_summ_parts_350214090480102_21451903.csv,3.50214E+14,100,1347.846408,100,1.56727E+11,193.162481,48385.50599,80.63338932,27.11689156,0.331144505,0.362309167,0.007375388,7.60758292,1113693462,293.7186478,USGS_350214090480102,110ALVM,N100MSRVVL,MRVA,147,107,147,107,147,250,35.037194,-90.80025,MAP 2022,POINT (-90.80025 35.037194),48
49,55,ptad_350405091524202.csv,350405091524202,29,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF350405091524202.csv,25.99995214,1.43527059,0.046078077,350405091524202.csv,3.50405E+14,3.50405E+14,54,well_summ_parts_350405091524202_21451903.csv,3.50405E+14,100,3653.177955,100,1.34084E+11,152.5697505,19349.69767,87.29772666,29.09118659,0.321173742,0.470231656,0.005840601,6.72839867,60427315.95,100.2345411,USGS_350405091524202,112TRRC,N100MSRVVL,MRVA,99,-9999,-9999,59,99,237,35.068142,-91.878474,MAP 2022,POINT (-91.878474 35.068142),49
50,56,ptad_350744090055601.csv,350744090055601,73,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF350744090055601.csv,3498.503176,28553347.83,1.527376996,350744090055601.csv,3.50744E+14,3.50744E+14,55,well_summ_parts_350744090055601_21451903.csv,3.50744E+14,200,6573.965509,200,8081856677,78557894.17,4.52249E+15,6328923.24,6326.721943,0.39763643,1.267987554,0,39.51214522,67475435.41,13.6750257,USGS_350744090055601,12405MP,S100MSEMBM,MCAQ,338,280,330,280,330,222,35.129122,-90.098092,MAP 2022,POINT (-90.098092 35.129122),50
51,57,ptad_351229090470601.csv,351229090470601,40,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF351229090470601.csv,9099.511471,16546070.86,0.44702248,351229090470601.csv,3.51229E+14,3.51229E+14,56,well_summ_parts_351229090470601_21451903.csv,3.51229E+14,100,39582.83283,100,9.56305E+11,316.259328,1941.778067,1.471741266,34.20817595,0.035463845,0.519685083,0.004208775,92.45915102,62056932.36,24.70536859,USGS_351229090470601,12405MP,S100MSEMBM,MCAQ,405,345,405,345,405,258,35.208106,-90.784978,MAP 2022,POINT (-90.784978 35.208106),51
52,58,ptad_351230090474501.csv,351230090474501,32,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF351230090474501.csv,73.99870843,98.61770737,0.134200246,351230090474501.csv,3.5123E+14,3.5123E+14,57,well_summ_parts_351230090474501_21451903.csv,3.5123E+14,200,28930.39503,200,1.00924E+14,392.3763031,115776.6259,32.25447371,26.96328834,0.21063092,0.696601204,0.00248344,46.49681109,49064809401,347.2496285,AR008_351230090474501,110ALVM,N100MSRVVL,MRVA,169.1,124,164,124,164,248,35.208583,-90.796389,MAP 2022,POINT (-90.796389 35.208583),52
53,59,ptad_351305091143401.csv,351305091143401,5,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF351305091143401.csv,1743.239494,11811487.25,1.971492986,351305091143401.csv,3.51305E+14,3.51305E+14,58,well_summ_parts_351305091143401_21451903.csv,3.51305E+14,300,10125.83035,300,1.33024E+14,4005.443781,2630148.115,119.2130155,73.12961526,0.149303005,0.869495604,0.015696435,41.73466425,914788144.6,1139.02963,USGS_351305091143401,112MRVAA,N100MSRVVL,MRVA,87.5,77.5,87.5,77.5,87.5,191,35.218111,-91.242739,MAP 2022,POINT (-91.242739 35.218111),53
54,60,ptad_351305091143402.csv,351305091143402,68,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF351305091143402.csv,2088.719102,1141923.891,0.51160943,351305091143402.csv,3.51305E+14,3.51305E+14,59,well_summ_parts_351305091143402_21451903.csv,3.51305E+14,200,5443.053645,200,6.21826E+11,1682.017265,1374115.627,120.6539346,87.43003922,0.125634834,0.45047719,0.044438893,30.89903973,1575434741,144.8744674,USGS_351305091143402,112MRVAA,N100MSRVVL,MRVA,45.5,35.5,45.5,35.5,45.5,191,35.2181,-91.242736,MAP 2022,POINT (-91.242736 35.2181),54
55,61,ptad_351616091314502.csv,351616091314502,38,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF351616091314502.csv,3099.833657,1920152.568,0.447022599,351616091314502.csv,3.51616E+14,3.51616E+14,60,well_summ_parts_351616091314502_21451903.csv,3.51616E+14,100,6171.609203,100,3.51454E+11,411.5528417,11705.0123,11.65919293,26.38333771,0.129420928,0.764321573,0.001295949,14.19555363,7966006.549,96.05853157,USGS_351616091314502,112MRVAA,N100MSRVVL,MRVA,69.5,59.5,69.5,59.5,69.5,207,35.270989,-91.529194,MAP 2022,POINT (-91.529194 35.270989),55
82,62,ptad_351630090193301.csv,351630090193301,74,C:\github\map_gwage\MERASwd\Scripts\redoPDFs12174pguL\realdiscrep\PDF_351630090193301.csv,376.2094178,2828.327872,0.141362824,351630090193301.csv,3.5163E+14,3.5163E+14,61,well_summ_parts_351630090193301_21451903.csv,3.5163E+14,100,16074.84539,100,20649359413,449.8392988,21805.9564,2.172618262,52.60180143,0.028021482,0.398277561,0.008849478,60.39670919,3471406.671,8.939361232,AR008_351630090193301,110ALVM,N100MSRVVL,MRVA,162,142,162,142,162,222,35.275,-90.325833,MAP 2022,POINT (-90.325833 35.275),82
56,64,ptad_352505090565301.csv,352505090565301,26,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF352505090565301.csv,3599.999959,680380.2751,0.229125466,352505090565301.csv,3.52505E+14,3.52505E+14,63,well_summ_parts_352505090565301_21451903.csv,3.52505E+14,100,3142.301334,100,56752579390,635.2097481,41826.09993,30.35443379,72.01894752,0.076500504,0.343706504,0.012059132,13.81903976,205936821.3,75.81322522,AR008_352505090565301,110ALVM,N100MSRVVL,MRVA,147.8,129.1,147.5,129.1,147.5,228,35.418056,-90.948056,MAP 2022,POINT (-90.948056 35.418056),56
57,64,ptad_352505090565301.csv,352505090565301,0,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF352505090565301_2.csv,8400.000378,3704292.271,0.229125443,352505090565301_2.csv,3.52505E+14,3.52505E+14,63,well_summ_parts_352505090565301_21451903.csv,3.52505E+14,100,3142.301334,100,56752579390,635.2097481,41826.09993,30.35443379,72.01894752,0.076500504,0.343706504,0.012059132,13.81903976,205936821.3,75.81322522,AR008_352505090565301,110ALVM,N100MSRVVL,MRVA,147.8,129.1,147.5,129.1,147.5,228,35.418056,-90.948056,MAP 2022,POINT (-90.948056 35.418056),57
58,65,ptad_353224090264601.csv,353224090264601,47,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF353224090264601.csv,26.99826557,56.4783377,0.278358885,353224090264601.csv,3.53224E+14,3.53224E+14,64,well_summ_parts_353224090264601_21451903.csv,3.53224E+14,100,781.9389541,100,17283585731,674.6490522,128680.5031,58.15151971,68.38625128,0.111509466,0.358126916,0.012065321,4.887650073,245405755.1,168.1295595,AR008_353224090264601,110ALVM,N100MSRVVL,MRVA,115.2,95.6,114.4,95.6,114.4,217,35.54,-90.446111,MAP 2022,POINT (-90.446111 35.54),58
59,66,ptad_353243091022101.csv,353243091022101,14,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF353243091022101.csv,5403.37994,9673074.831,0.575594675,353243091022101.csv,3.53243E+14,3.53243E+14,65,well_summ_parts_353243091022101_21451903.csv,3.53243E+14,600,228.9492558,600,10608368948,176.3681659,29157.46592,28.74752301,47.55795444,0.112739745,0.257337263,0.048706618,3.871635816,64320979.51,449.8679685,AR008_353243091022101,110ALVM,N100MSRVVL,MRVA,125,-9999,-9999,85,125,-9999,35.545359,-91.039288,MAP 2022,POINT (-91.039288 35.545359),59
60,67,ptad_353617091162803.csv,353617091162803,23,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF353617091162803.csv,24.00046617,99.42782461,0.415464855,353617091162803.csv,3.53617E+14,3.53617E+14,66,well_summ_parts_353617091162803_21451903.csv,3.53617E+14,400,1663.994299,400,1.70139E+12,144.745932,14188.35657,34.44507455,22.72531646,0.258257906,0.496718774,0.000911383,15.54387025,20917065.09,783.8802273,USGS_353617091162803,110ALVM,N100MSRVVL,MRVA,92,62,92,62,92,219,35.605032,-91.274848,MAP 2022,POINT (-91.274848 35.605032),60
61,68,ptad_353816090511301.csv,353816090511301,50,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF353816090511301.csv,51.99513333,2700.324324,0.99941363,353816090511301.csv,3.53816E+14,3.53816E+14,67,well_summ_parts_353816090511301_21451903.csv,3.53816E+14,400,5746.465551,400,6.66556E+13,610.3226099,107033.3913,295.6592652,81.4853075,0.211016511,0.316002795,0.028367484,14.95072566,598599727.7,1420.749782,USDA_353816090511301,110ALVM,N100MSRVVL,MRVA,150,120,145,120,145,245,35.637911,-90.853561,MAP 2022,POINT (-90.853561 35.637911),61
62,70,ptad_355714090590001.csv,355714090590001,46,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF355714090590001.csv,4999.731501,4995191.01,0.447022484,355714090590001.csv,3.55714E+14,3.55714E+14,69,well_summ_parts_355714090590001_11551517.csv,3.55714E+14,300,488.2592762,300,10412496812,110.1962595,2883.76631,68.10687837,65.85010691,0.125325372,0.157809917,0.01443838,5.165184771,224377309,208.990689,AR008_355714090590001,110ALVM,N100MSRVVL,MRVA,130.6,110,130,110,130,260,35.953889,-90.983333,MAP 2022,POINT (-90.983333 35.953889),62
63,73,ptad_360404089232201.csv,360404089232201,42,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF360404089232201.csv,12999.30204,33767494.24,0.447022499,360404089232201.csv,3.60404E+14,3.60404E+14,72,well_summ_parts_360404089232201_11551517.csv,3.60404E+14,200,43729.1438,200,4.67238E+13,5951.356001,318313630.8,1233.339154,77.09174989,0.455547173,0.781393151,0.002974395,60.33089877,15642480.56,156.3140446,USGS_360404089232201,124MMPS,S100MSEMBM,MCAQ,895,750,890,750,890,311,36.067861,-89.389528,MAP 2022,POINT (-89.389528 36.067861),63
64,74,ptad_360829090075601.csv,360829090075601,19,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF360829090075601.csv,32.00255781,28.40833731,0.166547538,360829090075601.csv,3.60829E+14,3.60829E+14,73,well_summ_parts_360829090075601_11551517.csv,3.60829E+14,100,86.57371158,100,831224886.8,47092.2319,1.08528E+11,31412.54808,243.8270534,0.726891671,0.382739403,0.008482041,0.60205702,8040255.593,333.0222355,USGS_360829090075601,111ALVM,N100MSRVVL,MRVA,30,-9999,-9999,20,30,255,36.141381,-90.132117,MAP 2022,POINT (-90.132117 36.141381),64
65,75,ptad_361255090572101.csv,361255090572101,21,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF361255090572101.csv,20.00129821,12.64168187,0.177764176,361255090572101.csv,3.61255E+14,3.61255E+14,74,well_summ_parts_361255090572101_11551517.csv,3.61255E+14,100,2264.649258,100,1.78276E+11,1223.419004,114551.4972,25.33233271,73.68808794,0.068303083,0.47370735,0.030514027,19.43344843,3570500402,186.4428015,USGS_361255090572101,110ALVM,N100MSRVVL,MRVA,63,43,63,43,63,268,36.215333,-90.955917,MAP 2022,POINT (-90.955917 36.215333),65
66,76,ptad_361355089460901.csv,361355089460901,65,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF361355089460901.csv,20.99434527,40.32297939,0.302464195,361355089460901.csv,3.61355E+14,3.61355E+14,75,well_summ_parts_361355089460901_11551517.csv,3.61355E+14,200,1153.244947,200,2.65978E+11,683.9029361,317923.3033,578.3465082,44.20034616,0.544087049,0.589769831,0.020324052,8.971178918,2572855922,447.1998609,USGS_361355089460901,111ALVM,N100MSRVVL,MRVA,115,-9999,-9999,75,115,267,36.231808,-89.769136,MAP 2022,POINT (-89.769136 36.231808),66
67,77,ptad_362139090452801.csv,362139090452801,53,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF362139090452801.csv,24.99744652,94.67541224,0.389244921,362139090452801.csv,3.62139E+14,3.62139E+14,76,well_summ_parts_362139090452801_11551517.csv,3.62139E+14,100,186.361578,100,363453383.9,7297.618277,78836946.32,2216.711068,186.6248307,0.252281334,0.359167501,0.052856411,3.334826682,21825236.57,102.298197,USGS_362139090452801,110ALVM,N100MSRVVL,MRVA,128,98,128,98,128,281,36.360944,-90.757833,MAP 2022,POINT (-90.757833 36.360944),67
68,78,ptad_363426090215801.csv,363426090215801,28,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF363426090215801.csv,95.99982596,614.6906752,0.258260428,363426090215801.csv,3.63426E+14,3.63426E+14,77,well_summ_parts_363426090215801_11551517.csv,3.63426E+14,400,31.91638344,400,36686714.89,49061.21182,1.4398E+11,195191.8602,160.4419085,2.753677221,0.339200448,0.013011018,0.336335099,384347.4168,189.7757595,USGS_363426090215801,111ALVM,N100MSRVVL,MRVA,54,-9999,-9999,14,54,306,36.573808,-90.366067,MAP 2022,POINT (-90.366067 36.573808),68
69,79,ptad_363533089365801.csv,363533089365801,33,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF363533089365801.csv,33.99874835,38.8541198,0.183339317,363533089365801.csv,3.63533E+14,3.63533E+14,78,well_summ_parts_363533089365801_11551517.csv,3.63533E+14,100,14261.35623,100,3.25977E+14,674.0805794,333945.8826,851.3348891,82.21061489,0.354913337,0.325322421,0.045174204,16.97735647,2233690746,1265.996866,MO005_363533089365801,111ALVM,N100MSRVVL,MRVA,175,-9999,-9999,135,175,284,36.5925,-89.616111,MAP 2022,POINT (-89.616111 36.5925),69
70,80,ptad_364520089383301.csv,364520089383301,64,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF364520089383301.csv,289.9489247,83865.05132,0.998778089,364520089383301.csv,3.6452E+14,3.6452E+14,79,well_summ_parts_364520089383301_11551517.csv,3.6452E+14,100,39.63417635,100,78924497.82,404162.9089,7.55122E+11,158950.6924,577.6155554,0.690227616,0.716570084,0.043330191,0.226342751,758568.0818,224.1486235,USGS_364520089383301,111ALVM,N100MSRVVL,MRVA,32,-9999,-9999,22,32,287,36.755647,-89.642467,MAP 2022,POINT (-89.642467 36.755647),70
71,82,ptad_365308089100101.csv,365308089100101,59,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF365308089100101.csv,119.9855407,13043.96881,0.951866325,365308089100101.csv,3.65308E+14,3.65308E+14,81,well_summ_parts_365308089100101_11551517.csv,3.65308E+14,200,23375.83805,200,2.72081E+14,342.9690754,230463.9505,228.1775689,32.98169426,0.457997928,0.386343805,0.065822613,13.11474372,6045523940,705.6384313,USGS_365308089100101,111ALVM,N100MSRVVL,MRVA,50,-9999,-9999,10,50,315,36.88565,-89.166931,MAP 2022,POINT (-89.166931 36.88565),71
72,83,ptad_365955089421301.csv,365955089421301,52,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF365955089421301_1.csv,13.99863373,55.37696003,0.531592573,365955089421301_1.csv,3.65955E+14,3.65955E+14,82,well_summ_parts_365955089421301_11551517.csv,3.65955E+14,500,123.8256449,500,11453905622,367428.2017,2.60872E+12,3504957.532,616.537705,3.036559103,0.635554613,0.005263335,0.651317776,40239790.47,864.3033604,USGS_365955089421301,111ALVM,N100MSRVVL,MRVA,30,-9999,-9999,20,30,310,36.998658,-89.703667,MAP 2022,POINT (-89.703667 36.998658),72
73,83,ptad_365955089421301.csv,365955089421301,1,C:\github\map_gwage\MERASwd\Scripts\pdfs\PDF365955089421301_2.csv,29.99977058,161.8039312,0.42401049,365955089421301_2.csv,3.65955E+14,3.65955E+14,82,well_summ_parts_365955089421301_11551517.csv,3.65955E+14,500,123.8256449,500,11453905622,367428.2017,2.60872E+12,3504957.532,616.537705,3.036559103,0.635554613,0.005263335,0.651317776,40239790.47,864.3033604,USGS_365955089421301,111ALVM,N100MSRVVL,MRVA,30,-9999,-9999,20,30,310,36.998658,-89.703667,MAP 2022,POINT (-89.703667 36.998658),73
